SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1017,S2J,NOTAV,5,0,0,0,0,0,0,0,1,1
3499,Boy,WC,5,3,0,0,1,0,0,0,0,-1
3561,LG | Ginger,NOTAV,5,2,0,0,0,0,0,0,1,2
3665,Younger,NOTAV,0,2,0,0,0,0,0,0,1,17
3772,Arcadia,WC,9,4,0,0,0,1,0,0,0,13
4176,NathanSandwich,WC,8,7,0,0,1,0,0,0,0,-1
4205,a-on,WC,10,6,0,0,0,1,0,0,0,-1
4317,Solomon,WC,2,4,0,1,0,0,0,0,0,-1
4390,CG | Jflex,NOTAV,3,2,0,0,0,0,0,0,1,4
5724,Wassabi,WC,13,5,0,0,0,0,1,0,0,17
5869,Joe(y) Bats,EC,9,8,0,1,0,0,0,0,0,-1
7068,mikey,WC,5,0,0,0,0,1,0,0,0,-1
7149,Trail,EC,6,1,0,0,0,1,0,0,0,-1
7764,sfy | Fizz,EC,1,1,0,1,0,0,0,0,0,-1
10228,Flow | Stark,WC,7,5,0,0,1,0,0,0,0,-1
10362,Elk G | Ivayne,WC,1,1,0,1,0,0,0,0,0,-1
12137,yingling,WC,9,6,0,0,1,0,0,0,0,-1
14305,Nard Dawg,EC,4,3,0,0,1,0,0,0,0,-1
14592,ZOOK | Suezo,EC,10,3,0,0,0,1,0,0,0,9
15586,AB | Anjo,WC,8,3,0,0,0,1,0,0,0,17
16468,CV Aceflight,WC,12,14,0,0,1,0,0,0,0,-1
18652,LFTG | Logos,WC,10,2,0,0,0,1,0,0,0,-1
19979,Sammy,WC,0,4,0,1,0,0,0,0,0,-1
22458,Kandayo,WC,1,1,0,1,0,0,0,0,0,-1
22595,Aura,EC,7,4,0,0,0,1,0,0,0,17
23207,veil,WC,12,12,0,0,1,0,0,0,0,-1
26387,Phantom Airline,EC,6,6,0,0,1,0,0,0,0,-1
26750,KoDoRiN,NOTAV,3,2,0,0,0,0,0,0,1,5
26934,Clay,EC,0,2,0,1,0,0,0,0,0,-1
28815,doctahdylan,EC,2,5,0,1,0,0,0,0,0,-1
30804,Frap,WC,7,7,0,0,1,0,0,0,0,-1
31487,Winx Club | Siddward,EC,2,1,0,0,1,0,0,0,0,-1
32201,PRIN$E,EC,6,3,0,0,1,0,0,0,0,-1
34399,BuenasRetas | Cobs,WC,2,5,0,1,0,0,0,0,0,-1
35192,Robert Flambe,WC,3,4,0,1,0,0,0,0,0,-1
37116,GUG | Kurv,NOTAV,1,2,0,0,0,0,0,0,1,13
37223,PEP | Sp1nda,EC,7,3,0,0,0,1,0,0,0,-1
37975,Zellpree,WC,0,1,0,1,0,0,0,0,0,-1
38643,RedX,WC,8,8,0,1,0,0,0,0,0,-1
38979,Tristan's Rule,WC,10,4,0,0,0,1,0,0,0,-1
39235,Dream,WC,3,3,0,1,0,0,0,0,0,-1
45236,Lime,WC,4,3,0,0,1,0,0,0,0,-1
47650,shoelegend88,EC,4,4,0,0,1,0,0,0,0,-1
47752,p3achyjr,WC,5,7,0,1,0,0,0,0,0,-1
48578,LoneCubone,EC,2,4,0,1,0,0,0,0,0,-1
49875,Paladin,EC,1,2,0,1,0,0,0,0,0,-1
50053,PML | Die222,WC,8,7,0,0,1,0,0,0,0,-1
53839,Poopy Ass,WC,4,9,0,1,0,0,0,0,0,-1
61570,CG | Peppi | Pappi,WC,11,2,0,0,0,1,0,0,0,3
62457,QTT | Yeyo,WC,2,3,0,1,0,0,0,0,0,-1
