SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1013,WKDA | Shroomed,NOTAV,2,2,0,0,0,0,0,0,1,5
1017,S2J,NOTAV,5,0,0,0,0,0,0,0,1,1
1601,FendrickLamar,EC,7,3,0,0,0,1,0,0,0,17
3665,Younger,EC,8,6,0,0,1,0,0,0,0,17
4127,MIOM | Toph,WC,6,3,0,0,1,0,0,0,0,-1
4176,NathanSandwich,WC,16,6,0,0,0,0,1,0,0,-1
4205,a-on,WC,8,3,0,0,0,1,0,0,0,-1
4317,Solomon,WC,0,1,0,1,0,0,0,0,0,-1
4390,CG | Jflex,NOTAV,1,2,0,0,0,0,0,0,1,13
4614,Notorious,WC,15,9,0,0,0,1,0,0,0,13
5869,Joe(y) Bats,EC,8,5,0,0,1,0,0,0,0,-1
7194,Gingerham,EC,4,5,0,1,0,0,0,0,0,-1
7199,TGL | Shamunt,EC,5,2,0,0,1,0,0,0,0,-1
7495,Townes,EC,8,4,0,0,1,0,0,0,0,-1
7676,MrDrBoi,EC,4,6,0,1,0,0,0,0,0,-1
7693,Kanye Rest,EC,3,2,0,0,1,0,0,0,0,-1
10228,Flow | Stark,WC,6,3,0,0,1,0,0,0,0,-1
10520,G,WC,3,0,0,0,1,0,0,0,0,-1
11945,RULES | Strazz,EC,0,1,0,1,0,0,0,0,0,-1
12048,K8A,EC,9,3,0,0,0,1,0,0,0,9
15586,The_Hat123 | Anjo,WC,15,8,0,0,0,0,1,0,0,17
15989,DarkHero,WC,15,4,0,0,0,0,1,0,0,3
16182,Obsidian,WC,3,7,0,1,0,0,0,0,0,-1
16468,CV Aceflight,WC,7,4,0,0,1,0,0,0,0,-1
21081,Opportunity,WC,3,4,0,1,0,0,0,0,0,-1
22458,Kandayo,WC,2,0,0,0,1,0,0,0,0,-1
22595,Aura,EC,4,6,0,1,0,0,0,0,0,-1
23920,GHQ | Zamu,EC,18,3,0,0,0,0,0,1,0,4
27638,Panda,EC,9,4,0,0,0,1,0,0,0,-1
27754,Chummi,WC,2,1,0,0,1,0,0,0,0,-1
27862,Musashi,WC,11,7,0,0,0,1,0,0,0,13
29103,Hexjo,EC,4,3,0,0,1,0,0,0,0,-1
30804,Frap,WC,3,3,0,0,1,0,0,0,0,-1
30913,SHwang,WC,6,8,0,0,1,0,0,0,0,-1
31487,Winx Club | Siddward,EC,4,4,0,0,1,0,0,0,0,-1
32201,PRIN$E,EC,8,5,0,0,0,1,0,0,0,13
32691,Blitzkrieg,EC,2,6,0,1,0,0,0,0,0,-1
34399,BuenasRetas | Cobs,WC,0,4,0,1,0,0,0,0,0,-1
34893,Zoma,EC,6,5,0,0,1,0,0,0,0,-1
37116,GUG | Kurv,WC,13,5,0,0,0,0,1,0,0,7
37975,Zellpree,WC,4,4,0,0,1,0,0,0,0,-1
38643,RedX,WC,2,7,0,1,0,0,0,0,0,-1
46752,doby,WC,5,5,0,1,0,0,0,0,0,-1
47650,shoelegend88,EC,6,4,0,0,1,0,0,0,0,-1
50053,PML | Die222,WC,6,14,0,1,0,0,0,0,0,-1
60696,FM | Cilan,WC,2,6,0,1,0,0,0,0,0,-1
61570,CG | Peppi | Pappi,WC,8,2,0,0,0,1,0,0,0,17
62457,QTT | Yeyo,WC,3,4,0,1,0,0,0,0,0,-1
63772,Fern,WC,3,3,0,1,0,0,0,0,0,-1
65777,bobby big ballz,NOTAV,2,2,0,0,0,0,0,0,1,5
68261,Azel,WC,11,2,0,0,0,0,1,0,0,9
69921,Furniture,WC,8,6,0,0,0,1,0,0,0,17
128898,Zhaoshu,WC,2,4,0,1,0,0,0,0,0,-1
130672,Soltrain,WC,4,2,0,0,1,0,0,0,0,-1
133666,404 YC | Salt,WC,12,5,0,0,0,1,0,0,0,7
