SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1004,Liquid | Hungrybox,NOTAV,4,2,0,0,0,0,0,0,1,2
3665,Younger,EC,13,3,0,0,0,0,1,0,0,9
4205,a-on,WC,4,3,0,0,1,0,0,0,0,-1
4317,Solomon,WC,9,4,0,0,0,1,0,0,0,17
4390,CG | Jflex,NOTAV,4,2,0,0,0,0,0,0,1,3
4614,Notorious,WC,7,5,0,0,1,0,0,0,0,-1
5724,Wassabi,WC,15,7,0,0,0,1,0,0,0,-1
5869,Joe(y) Bats,EC,7,6,0,0,1,0,0,0,0,-1
7199,TGL | Shamunt,EC,6,3,0,0,1,0,0,0,0,-1
7977,BokchoyBoy,WC,6,4,0,0,1,0,0,0,0,-1
10067,icecream,WC,2,1,0,1,0,0,0,0,0,-1
10228,Flow | Stark,WC,5,4,0,0,1,0,0,0,0,-1
10362,Elk G | Ivayne,WC,6,2,0,0,0,1,0,0,0,-1
10485,DD,WC,9,3,0,0,0,1,0,0,0,-1
11603,Arctic,EC,10,9,0,0,1,0,0,0,0,-1
11945,RULES | Strazz,EC,7,2,0,0,0,1,0,0,0,-1
12048,K8A,EC,11,2,0,0,0,1,0,0,0,9
12137,yingling,WC,5,2,0,0,1,0,0,0,0,-1
12365,PW | Vincessant,WC,6,4,0,0,1,0,0,0,0,-1
12817,WU | nerodero,WC,6,7,0,0,1,0,0,0,0,-1
14305,Nard Dawg,EC,6,6,0,0,1,0,0,0,0,-1
14514,Howdy,EC,0,5,0,1,0,0,0,0,0,-1
15504,Umarth,WC,11,2,0,0,0,0,1,0,0,5
15586,Anjo,WC,14,9,0,0,0,1,0,0,0,-1
15927,jedi093,WC,3,5,0,1,0,0,0,0,0,-1
15989,DarkHero,WC,12,3,0,0,0,1,0,0,0,5
16023,soccermom69,WC,15,8,0,0,0,0,1,0,0,17
16393,Higgins,EC,8,2,0,0,0,1,0,0,0,-1
18722,K.H.D | REIGN,WC,2,1,0,0,1,0,0,0,0,-1
19346,mexico629,WC,3,3,0,1,0,0,0,0,0,-1
21405,Fire,WC,2,3,0,1,0,0,0,0,0,-1
22333,Redcoat,WC,8,3,0,0,0,1,0,0,0,-1
22458,Kandayo,WC,2,2,0,1,0,0,0,0,0,-1
25351,Hell'sLabyrinth,EC,7,6,0,0,1,0,0,0,0,-1
25463,Creature,EC,4,4,0,1,0,0,0,0,0,-1
26004,Kyler,EC,2,1,0,0,1,0,0,0,0,-1
26387,Phantom Airline,EC,9,5,0,0,0,1,0,0,0,-1
26574,NEU | Shmeeli,EC,15,7,0,0,0,0,1,0,0,13
27524,JustRhett,EC,0,3,0,1,0,0,0,0,0,-1
28391,Vigilance,WC,3,1,0,0,1,0,0,0,0,-1
28793,Light,WC,11,4,0,0,0,0,1,0,0,17
29840,TBD,WC,10,4,0,0,0,1,0,0,0,-1
31487,Winx Club | Siddward,EC,16,6,0,0,0,0,1,0,0,9
33458,RustyTrombone,WC,6,6,0,1,0,0,0,0,0,-1
34399,BuenasRetas | Cobs,WC,3,4,0,1,0,0,0,0,0,-1
35258,LFG | Fist Mexico,WC,8,9,0,0,1,0,0,0,0,-1
38643,RedX,WC,5,4,0,0,1,0,0,0,0,-1
40399,Elders React | Third Strongest,WC,5,2,0,0,1,0,0,0,0,-1
40793,MGFC | JorDank,EC,6,4,0,0,1,0,0,0,0,-1
45444,Kaz,EC,5,15,0,1,0,0,0,0,0,-1
47497,Ellis,EC,6,3,0,0,1,0,0,0,0,-1
47650,shoelegend88,EC,5,8,0,1,0,0,0,0,0,-1
47866,Erik,EC,13,5,0,0,0,0,1,0,0,13
48946,E,WC,11,5,0,0,0,1,0,0,0,-1
49875,Paladin,EC,12,5,0,0,0,0,1,0,0,17
50053,PML | Die222,WC,9,10,0,0,1,0,0,0,0,-1
51112,Pilgrim,WC,4,5,0,1,0,0,0,0,0,-1
54556,KillThePast | bebul,WC,2,2,0,1,0,0,0,0,0,-1
62457,QTT | Yeyo,WC,5,6,0,1,0,0,0,0,0,-1
63581,CableKnit,EC,1,1,0,1,0,0,0,0,0,-1
63772,Fern,WC,5,9,0,0,1,0,0,0,0,-1
64574,Zamorota,WC,4,3,0,0,1,0,0,0,0,-1
64692,Blues Clues,NOTAV,4,2,0,0,0,0,0,0,1,4
69699,Smeedot,EC,0,6,0,1,0,0,0,0,0,-1
70110,Buttlet,WC,9,4,0,0,0,1,0,0,0,-1
70458,PEPIS | Noire,WC,13,4,0,0,0,1,0,0,0,9
127997,CW | rabit!,EC,7,3,0,0,0,1,0,0,0,17
130672,Soltrain,WC,3,2,0,0,1,0,0,0,0,-1
135088,LFG | PanterA,WC,12,4,0,0,0,0,1,0,0,13
135091,GS | SubTails,WC,11,6,0,0,0,1,0,0,0,-1
135795,cockbread,EC,10,9,0,0,1,0,0,0,0,-1
136990,Holy | key,WC,4,4,0,0,1,0,0,0,0,-1
137480,RC,EC,6,1,0,0,0,1,0,0,0,-1
144133,YBBT | leroydankins,WC,5,6,0,1,0,0,0,0,0,-1
145075,blazerboy,EC,0,7,0,1,0,0,0,0,0,-1
148028,Navjyot Sandhu | Connect4Master,WC,9,6,0,0,1,0,0,0,0,-1
