Character,SmashTag,Rank
Falco,bobby big ballz,1.0
Falco,Ginger,5.0
Falco,Fiction,15.0
Falco,Bones,20.0
Falco,cliché,22.0
Falco,YC | Pappi,23.0
Falco,NOOT,25.0
Falco,GLR | JAM,34.0
Falco,yingling,37.0
Falco,Ghost Rider,54.0
Falco,Neologism,55.0
Falco,TBD,56.0
Falco,Westballz,56.0
Falco,AlyJ,66.0
Falco,Chummi,70.0
Falco,Elk G | Ivayne,85.0
Falco,Joey Donuts,94.0
Falco,oh,96.0
Falco,NoFuxGiven,102.0
Falco,ericiscool.net,112.0
Falco,Pawn,118.0
Falco,Light,118.0
Falco,Help,121.0
Falco,Arctic,127.0
Falco,LFTG | Logos,138.0
Falco,jtetter,143.0
Falco,Kaptinkillem,145.0
Falco,KaiKwonDo,145.0
Falco,hestoned,145.0
Falco,ushi,150.0
Falco,YoungHanSolo,150.0
Falco,shoelegend88,160.0
Falco,dirtyDev,167.0
Falco,ROFL,169.0
Falco,Jolf,169.0
Falco,John,169.0
Falco,Jakespeare,182.0
Falco,CLEM#112 | Clem,182.0
Falco,SudoJoe,182.0
Falco,Sodabro,193.0
Falco,thesiscat,193.0
Falco,BLM | Rats!,193.0
Falco,JustJoshin,213.0
Falco,IceCreamOG,213.0
Falco,bliutwo,213.0
Falco,hHerb,213.0
Falco,Zave,225.0
Falco,WOMB#619 | Wombat,225.0
Falco,Shy,225.0
Falco,CB,241.0
Falco,TheFormuoli,241.0
Falco,mixx,257.0
Falco,Penguis,271.0
Falco,Melos,271.0
Falco,Luppi,289.0
Falco,Slump,289.0
Falco,Maljo,289.0
Falco,91,289.0
Falco,bird | unlucky,289.0
Falco,TC | BuyMyMixTape,289.0
Falco,Spi,289.0
Falco,HorseGirl420,320.0
Falco,UARK | VentusWK,320.0
Falco,dabt,320.0
Falco,Rigo Bigo,320.0
Falco,Drewski,320.0
Falco,pinecone22,337.0
Falco,melatonin,359.0
Falco,rickey_kc,359.0
Falco,Port!!!,359.0
Falco,Blanks,359.0
Falco,Nico,359.0
Falco,Frozone,387.0
Falco,ZUTH | Zuthane,387.0
Falco,early,403.0
Falco,bensw,403.0
Falco,Blue Jay,403.0
Falco,DCG | Spots,403.0
Falco,ButterRoyaleTV,403.0
Falco,Fishpaste,403.0
Falco,CarltonDanks,440.0
Falco,Abhi,440.0
Falco,Yuki08,440.0
Falco,LVD | Super,440.0
Falco,ledgefiend,440.0
Falco,Majora,440.0
Falco,PP | Droze,440.0
Falco,Snickerdoodle,440.0
Marth,KoDoRiN,3.0
Marth,PEP | LSD,6.0
Marth,Young,35.0
Marth,Typhoon,43.0
Marth,Dom,49.0
Marth,Phantom Airline,75.0
Marth,Bonn Esports | Question,75.0
Marth,MT,80.0
Marth,soccermom69,91.0
Marth,Maher,96.0
Marth,HWY | ybot,123.0
Marth,Thad <3,123.0
Marth,CG | Firebolt,138.0
Marth,Alex18+,138.0
Marth,BEBO,160.0
Marth,Uncle Pete,169.0
Marth,Yamasaki,169.0
Marth,Den,193.0
Marth,pointykitty,213.0
Marth,CSR | Tezlik,225.0
Marth,N8V,225.0
Marth,Big Pivot,241.0
Marth,OXY | TheCrimsonBlur,257.0
Marth,kippu,271.0
Marth,Tourist,271.0
Marth,moscow mich,289.0
Marth,2five3 | Templar,289.0
Marth,Hamburglar,307.0
Marth,Watermelons,320.0
Marth,Acuna,320.0
Marth,Vitro,337.0
Marth,DiscipleOfBorp,337.0
Marth,RB | V$,387.0
Marth,Ahung,387.0
Marth,LUNK#783 | dom,403.0
Marth,3OutChange,403.0
Marth,BABA | Babo,403.0
Marth,KLAWHAU5,403.0
Sheik,IMP | Ben,8.0
Sheik,NGG | Jflex,14.0
Sheik,RG | Far!,26.0
Sheik,Pipe,32.0
Sheik,Fizz,35.0
Sheik,DontTestMe,44.0
Sheik,GOL | JSalt,46.0
Sheik,Spiral Cafe | Krudo,60.0
Sheik,Hulka,66.0
Sheik,ScrubUp,105.0
Sheik,LanTurN,109.0
Sheik,GEM | CrossFitJesus,121.0
Sheik,Porkaye,138.0
Sheik,8-bit | dansdaman,175.0
Sheik,LewdCelebs4Free,175.0
Sheik,MordecaiPielord,206.0
Sheik,Talen,213.0
Sheik,Zeph,225.0
Sheik,ParkedInTraffic | Commas,225.0
Sheik,BABA | shama,225.0
Sheik,Tammerath,241.0
Sheik,100 Days Of Solitude,241.0
Sheik,Fraud,307.0
Sheik,TT | Dair,307.0
Sheik,ASAPferq,359.0
Sheik,GS | TreyTheTrashman,359.0
Sheik,SlickSiwik,359.0
Sheik,gbio,359.0
Sheik,Bug Juice | Snorlaxative,359.0
Sheik,PSai,387.0
Sheik,ASH | Oig,403.0
Sheik,Rose,440.0
Sheik,Just Jason,440.0
Sheik,LoneCubone,440.0
Sheik,lemon,440.0
ICs,Trail,79.0
ICs,Enrique Iglesias,213.0
ICs,Daddy Icey,440.0
Falcon,S2J,4.0
Falcon,Revenge | Gahtzu,11.0
Falcon,JCubez,13.0
Falcon,404 YC | Salt,38.0
Falcon,Android 0,40.0
Falcon,ight,52.0
Falcon,LFG | PanterA,58.0
Falcon,GHQ | Zamu,72.0
Falcon,Nard Dawg,73.0
Falcon,snacklepackle,78.0
Falcon,TG NBR | Panos,80.0
Falcon,OAK | Spacepigeon,84.0
Falcon,Captain G,91.0
Falcon,Vish,94.0
Falcon,Mahik,123.0
Falcon,306 | Polo,127.0
Falcon,Rive,127.0
Falcon,Douglas.J.Gov,135.0
Falcon,Boy,153.0
Falcon,deluxe,160.0
Falcon,Silkylaroux,213.0
Falcon,Jangu,225.0
Falcon,W8ASec,225.0
Falcon,Rozu,257.0
Falcon,FISA | JoJo,257.0
Falcon,Kettering,271.0
Falcon,C H U M P I S,271.0
Falcon,Bobakanoosh,271.0
Falcon,420 | Yolk,289.0
Falcon,sucordie,337.0
Falcon,Eastwood,337.0
Falcon,radvillainy,337.0
Falcon,saacdaddy,359.0
Falcon,ImYourDade,387.0
Falcon,glum oinkin',387.0
Falcon,Schweppes,403.0
Falcon,foxmcchicken,403.0
Falcon,peenlover,403.0
Falcon,Raffshot,440.0
Falcon,Sax,440.0
Falcon,Frost | JJK,440.0
Falcon,Snoos,440.0
Puff,DD,18.0
Puff,Golden,26.0
Puff,Dawson,42.0
Puff,Crispy | Chango,51.0
Puff,SDJ,73.0
Puff,:3 | fenceturtle,100.0
Puff,Divine Senator Kelly,127.0
Puff,PQ2 | CPU0,153.0
Puff,SLO | GrizzlyBair,193.0
Puff,Nyte,193.0
Puff,Theftz,289.0
Puff,CVSmashMods | Ripn,359.0
Puff,$W@6 | rocketf20,440.0
Fox,CLG. | SFAT,2.0
Fox,Erik,7.0
Fox,GUG | Kürv,10.0
Fox,SFOP,12.0
Fox,RadicalLiberal | Quiggles,16.0
Fox,Mango's Friend | Lucky,17.0
Fox,306 | Amrak,21.0
Fox,Null,29.0
Fox,EP | Justus,30.0
Fox,Cowbell,31.0
Fox,K8A,33.0
Fox,Twisty,38.0
Fox,.Ðempt,41.0
Fox,FM | Cilan,48.0
Fox,IWI | Marrgasm,50.0
Fox,Megaman,52.0
Fox,Lotfy,60.0
Fox,RB | Cum Fox,62.0
Fox,TG | Mot$,65.0
Fox,The Leaf,75.0
Fox,Trock,86.0
Fox,Chem,90.0
Fox,OtES,93.0
Fox,DarkGenex,99.0
Fox,USF | Quadae,100.0
Fox,donk,106.0
Fox,Sparky,109.0
Fox,Crow,112.0
Fox,Panda,112.0
Fox,MikeDrop,112.0
Fox,Neck,118.0
Fox,Gaz,123.0
Fox,ABG | salami,127.0
Fox,MIOM | Toph,127.0
Fox,Musashi,135.0
Fox,YBBT | leroydankins,145.0
Fox,WW | Lemonjuices,153.0
Fox,Elysian,153.0
Fox,darkwizard123,160.0
Fox,markrevival,169.0
Fox,SonOfJ,175.0
Fox,Jorge,182.0
Fox,Melo,182.0
Fox,TBS | Nero,193.0
Fox,Dandy,193.0
Fox,Milo,193.0
Fox,Chubbz,193.0
Fox,Flow | Stark,206.0
Fox,DHB | IggyNieves,206.0
Fox,Gaz333,213.0
Fox,Rome0,225.0
Fox,Saatvik,241.0
Fox,olé,257.0
Fox,TurboThot,257.0
Fox,adamaggy,271.0
Fox,Stone,320.0
Fox,Troy,320.0
Fox,eh | sickø,320.0
Fox,Hellraid,320.0
Fox,Homeslice,337.0
Fox,CID,337.0
Fox,Galen The Wise,337.0
Fox,Lust,359.0
Fox,SRN | Soulrifle211,359.0
Fox,lavalamp,359.0
Fox,Night,359.0
Fox,Oz,403.0
Fox,mello,403.0
Fox,dust,403.0
Fox,Xad,403.0
Fox,flowjam,440.0
Fox,Blu-J,440.0
Fox,Funktrocious,440.0
Fox,ACAB | Mugen,440.0
Fox,Sleeepy,440.0
Fox,pem$,440.0
Peach,SANS | Blues Clues,9.0
Peach,GST | Ryobeat,82.0
Peach,Higgins,88.0
Peach,CardsNG,102.0
Peach,Soltrain,143.0
Peach,Fitz,206.0
Peach,UPTILT | Nishi,213.0
Peach,scrubjr,241.0
Peach,punished | gelp,359.0
Peach,Captain Koala,403.0
Peach,8167263631 | Notto,440.0
MidTiers,CowCowCowCowCow,23.0
MidTiers,LFG | Eddy Mexico,47.0
MidTiers,ePG | Chevy,71.0
MidTiers,QoT | Cruelscotty,96.0
MidTiers,Maruf,102.0
MidTiers,Strazz,106.0
MidTiers,STP,109.0
MidTiers,TNC | n3zModGod,112.0
MidTiers,Travy,127.0
MidTiers,billybopeep,127.0
MidTiers,Miranda,135.0
MidTiers,ycz6,160.0
MidTiers,Denzill,182.0
MidTiers,noChill,189.0
MidTiers,jams,189.0
MidTiers,Phorox,225.0
MidTiers,Mono,257.0
MidTiers,SSBM-T | LuigiKid,257.0
MidTiers,K.H.D | Reign,271.0
MidTiers,ManRay,289.0
MidTiers,Sporsinick,307.0
MidTiers,BCM | veggies,307.0
MidTiers,RedHousePainter,307.0
MidTiers,Special K,320.0
MidTiers,snek,337.0
MidTiers,JB,337.0
MidTiers,Doctor Dank,387.0
MidTiers,Ringler,403.0
MidTiers,JCobbs,403.0
MidTiers,volt.,403.0
MidTiers,Afron,440.0
Other,rocky,19.0
Other,LAG,26.0
Other,Winx Club | Siddward,44.0
Other,Fankriss,59.0
Other,TNS | Asashi,62.0
Other,Connor,62.0
Other,RedX,66.0
Other,CW | Skittles,82.0
Other,Quaff,86.0
Other,TPN,88.0
Other,GUILD | ghettowarmachine420,106.0
Other,RCS | Savestate,112.0
Other,Zeeker,138.0
Other,Good1ife,145.0
Other,Willy P,150.0
Other,Krizski,153.0
Other,SF | Herrán,153.0
Other,Dream,153.0
Other,Chewy,160.0
Other,RULE#492 | Tristan's Rule,160.0
Other,Oaty,167.0
Other,QTT | Marco,175.0
Other,Egg$,175.0
Other,Tap Jump,175.0
Other,Stiv,175.0
Other,Hunybear,182.0
Other,htwa,189.0
Other,CREW | G,189.0
Other,Juuuuurien,193.0
Other,Daz,193.0
Other,2Framez,193.0
Other,not NJ wally | wally,206.0
Other,imrainh2o,206.0
Other,Jazzy,206.0
Other,BKB! | stocmoney,213.0
Other,Hexjo,213.0
Other,Flounder,225.0
Other,codeman,225.0
Other,LL | Duky,225.0
Other,doby,225.0
Other,D3WDify,241.0
Other,SoS | Cor,241.0
Other,H19 | chaka,241.0
Other,ItsDad,241.0
Other,Mounir,241.0
Other,Elk_G | Karm,241.0
Other,TCM | MrG,241.0
Other,Verdo,241.0
Other,DAL | Frog,241.0
Other,pimmwrecks,257.0
