Character,SmashTag,Rank
Falco,bobby big ballz,2.0
Falco,Ginger,6.0
Falco,Fiction,13.0
Falco,Bones,17.0
Falco,cliché,19.0
Falco,YC | Pappi,20.0
Falco,NOOT,22.0
Falco,GLR | JAM,27.0
Falco,yingling,43.0
Falco,Neologism,44.0
Falco,TBD,45.0
Falco,Westballz,45.0
Falco,Ghost Rider,48.0
Falco,AlyJ,54.0
Falco,NoFuxGiven,81.0
Falco,Elk G | Ivayne,90.0
Falco,Light,91.0
Falco,Pawn,92.0
Falco,Help,92.0
Falco,Arctic,102.0
Falco,ericiscool.net,109.0
Falco,KaiKwonDo,114.0
Falco,Kaptinkillem,114.0
Falco,shoelegend88,123.0
Falco,Jolf,129.0
Falco,ROFL,129.0
Falco,John,129.0
Falco,Jakespeare,136.0
Falco,ushi,136.0
Falco,CLEM#112 | Clem,136.0
Falco,dirtyDev,136.0
Falco,jtetter,143.0
Falco,thesiscat,148.0
Falco,BLM | Rats!,148.0
Falco,JustJoshin,165.0
Falco,hHerb,165.0
Falco,Zave,174.0
Falco,Shy,174.0
Falco,TheFormuoli,185.0
Falco,CB,185.0
Falco,WOMB#619 | Wombat,192.0
Falco,Penguis,204.0
Falco,YoungHanSolo,212.0
Falco,bird | unlucky,212.0
Falco,Slump,212.0
Falco,TC | BuyMyMixTape,212.0
Falco,Luppi,212.0
Falco,Spi,223.0
Falco,Melos,223.0
Falco,dabt,231.0
Falco,UARK | VentusWK,231.0
Falco,Drewski,231.0
Falco,Rigo Bigo,231.0
Falco,HorseGirl420,231.0
Falco,melatonin,252.0
Falco,rickey_kc,252.0
Falco,Nico,252.0
Falco,Blanks,252.0
Falco,Frozone,272.0
Falco,ZUTH | Zuthane,272.0
Falco,ButterRoyaleTV,280.0
Falco,bensw,280.0
Falco,early,280.0
Falco,DCG | Spots,280.0
Falco,Fishpaste,280.0
Falco,Blue Jay,280.0
Falco,CarltonDanks,300.0
Falco,Abhi,300.0
Falco,Snickerdoodle,300.0
Falco,PP | Droze,300.0
Falco,Yuki08,300.0
Falco,LVD | Super,300.0
Marth,KoDoRiN,4.0
Marth,PEP | LSD,5.0
Marth,Young,35.0
Marth,Dom,41.0
Marth,Typhoon,42.0
Marth,Bonn Esports | Question,61.0
Marth,soccermom69,73.0
Marth,Phantom Airline,76.0
Marth,Maher,76.0
Marth,Thad <3,96.0
Marth,HWY | ybot,96.0
Marth,CG | Firebolt,111.0
Marth,Alex18+,111.0
Marth,Den,148.0
Marth,Yamasaki,158.0
Marth,pointykitty,165.0
Marth,CSR | Tezlik,174.0
Marth,BEBO,192.0
Marth,Big Pivot,192.0
Marth,OXY | TheCrimsonBlur,192.0
Marth,kippu,204.0
Marth,Tourist,204.0
Marth,Uncle Pete,212.0
Marth,moscow mich,212.0
Marth,Hamburglar,223.0
Marth,Watermelons,231.0
Marth,Acuna,231.0
Marth,DiscipleOfBorp,242.0
Marth,Vitro,242.0
Marth,RB | V$,272.0
Marth,Ahung,272.0
Marth,BABA | Babo,280.0
Marth,KLAWHAU5,280.0
Marth,3OutChange,280.0
Marth,LUNK#783 | dom,280.0
Marth,N8V,280.0
Sheik,IMP | Ben,7.0
Sheik,NGG | Jflex,21.0
Sheik,RG | Far!,23.0
Sheik,Fizz,29.0
Sheik,Pipe,35.0
Sheik,Spiral Cafe | Krudo,51.0
Sheik,Hulka,54.0
Sheik,ScrubUp,84.0
Sheik,GEM | CrossFitJesus,92.0
Sheik,LanTurN,117.0
Sheik,8-bit | dansdaman,132.0
Sheik,LewdCelebs4Free,132.0
Sheik,MordecaiPielord,158.0
Sheik,Talen,165.0
Sheik,Zeph,174.0
Sheik,BABA | shama,174.0
Sheik,ParkedInTraffic | Commas,174.0
Sheik,Tammerath,185.0
Sheik,Fraud,223.0
Sheik,TT | Dair,223.0
Sheik,100 Days Of Solitude,242.0
Sheik,gbio,252.0
Sheik,Bug Juice | Snorlaxative,252.0
Sheik,ASAPferq,252.0
Sheik,GS | TreyTheTrashman,252.0
Sheik,Rose,300.0
Sheik,lemon,300.0
Sheik,Just Jason,300.0
