SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,RWeek10,ChangeInRank
223503,Rigo Bigo,NAN,65.0,80.0,125.0,157.0,179.0,203.0,231.0,243.0,320.0,-77.0
225081,:3 | fenceturtle,NAN,NAN,NAN,NAN,NAN,NAN,NAN,79.0,88.0,100.0,-12.0
225396,Sor,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
227242,SquirtlSquad,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
228514,dabt,NAN,NAN,NAN,NAN,NAN,NAN,203.0,231.0,243.0,320.0,-77.0
229216,KaiKwonDo,NAN,75.0,91.0,150.0,128.0,88.0,101.0,114.0,123.0,145.0,-22.0
230537,hHerb,NAN,NAN,NAN,132.0,164.0,123.0,141.0,165.0,174.0,213.0,-39.0
231685,DMT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
232213,MikeDrop,NAN,NAN,NAN,NAN,NAN,NAN,NAN,143.0,132.0,112.0,20.0
232446,ash6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,NAN
241260,Alex18+,47.0,51.0,58.0,88.0,74.0,84.0,97.0,111.0,120.0,138.0,-18.0
247698,UCI | Kavi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
250581,Fizz,NAN,14.0,22.0,14.0,16.0,19.0,25.0,29.0,31.0,35.0,-4.0
253180,Yuki08,NAN,NAN,NAN,NAN,NAN,NAN,267.0,300.0,324.0,440.0,-116.0
255496,ericiscool.net,50.0,81.0,56.0,83.0,97.0,87.0,100.0,109.0,118.0,112.0,6.0
257025,2Framez,31.0,48.0,54.0,78.0,92.0,110.0,126.0,148.0,157.0,193.0,-36.0
257100,Yosemite Dabbs,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
257406,Lotfy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,51.0,54.0,60.0,-6.0
259437,Daddy Icey,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
264211,BLM | Rats!,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,193.0,-36.0
265808,NOOT,38.0,56.0,69.0,20.0,24.0,24.0,20.0,22.0,24.0,25.0,-1.0
267849,TG | Mot$,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,56.0,65.0,-9.0
268767,markrevival,NAN,NAN,99.0,125.0,119.0,110.0,126.0,143.0,140.0,169.0,-29.0
269238,91,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,270.0,289.0,-19.0
275884,Maljo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,256.0,289.0,-33.0
275922,Otto_Zone,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
276041,Kettering,NAN,NAN,NAN,NAN,164.0,179.0,190.0,204.0,216.0,271.0,-55.0
278295,ItsDad,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,NAN
278800,Cabbage Man,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
279722,EP | Justus,17.0,30.0,12.0,15.0,17.0,20.0,26.0,26.0,28.0,30.0,-2.0
279871,KLAWHAU5,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
286517,Thad <3,37.0,44.0,52.0,67.0,79.0,84.0,97.0,96.0,106.0,123.0,-17.0
286931,Egg$,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,NAN
287743,ASH | Oig,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,-104.0
288395,jams,43.0,66.0,82.0,132.0,164.0,189.0,215.0,242.0,256.0,189.0,67.0
294260,ABG | salami,19.0,35.0,42.0,58.0,67.0,75.0,88.0,102.0,110.0,127.0,-17.0
301566,JustJoshin,NAN,69.0,58.0,88.0,102.0,123.0,141.0,165.0,174.0,213.0,-39.0
310321,TC | BuyMyMixTape,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,289.0,-65.0
312097,Nyte,NAN,NAN,NAN,NAN,NAN,NAN,126.0,148.0,157.0,193.0,-36.0
312135,AlyJ,NAN,NAN,NAN,NAN,NAN,41.0,45.0,54.0,58.0,66.0,-8.0
315101,Rozu,NAN,NAN,NAN,NAN,NAN,144.0,163.0,192.0,206.0,257.0,-51.0
325974,SDJ,NAN,NAN,25.0,30.0,39.0,47.0,53.0,60.0,64.0,73.0,-9.0
327212,IWI | Marrgasm,28.0,25.0,32.0,45.0,36.0,41.0,45.0,53.0,56.0,50.0,6.0
328838,PeS | Puppy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
329160,ZUTH | Zuthane,NAN,NAN,91.0,150.0,185.0,210.0,241.0,272.0,291.0,387.0,-96.0
329937,LanTurN,NAN,NAN,65.0,66.0,77.0,90.0,103.0,117.0,94.0,109.0,-15.0
330200,TT | Dair,NAN,NAN,NAN,132.0,148.0,168.0,190.0,223.0,235.0,307.0,-72.0
353165,Milo,26.0,48.0,54.0,78.0,92.0,110.0,126.0,148.0,157.0,193.0,-36.0
354953,RPG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
357233,Afron,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
360229,BEBO,NAN,NAN,NAN,NAN,NAN,217.0,223.0,192.0,174.0,160.0,14.0
364725,LUNK#783 | dom,NAN,NAN,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
367758,Rose,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
370970,Mahik,NAN,NAN,NAN,NAN,NAN,NAN,82.0,96.0,106.0,123.0,-17.0
391890,TheFormuoli,31.0,54.0,62.0,96.0,110.0,137.0,158.0,185.0,197.0,241.0,-44.0
395730,PQ2 | CPU0,NAN,NAN,NAN,NAN,NAN,NAN,103.0,117.0,127.0,153.0,-26.0
407228,K.YUNG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
407878,Slump,40.0,59.0,73.0,112.0,135.0,156.0,179.0,212.0,224.0,289.0,-65.0
413573,John,NAN,NAN,65.0,101.0,119.0,98.0,114.0,129.0,140.0,169.0,-29.0
413758,Exia,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
418246,2five3 | Templar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,224.0,289.0,-65.0
418257,CardsNG,NAN,NAN,NAN,NAN,NAN,NAN,163.0,81.0,90.0,102.0,-12.0
418740,ManRay,NAN,NAN,NAN,NAN,NAN,156.0,179.0,212.0,224.0,289.0,-65.0
420458,Jorge,NAN,NAN,NAN,73.0,87.0,103.0,119.0,136.0,149.0,182.0,-33.0
424095,Frost | JJK,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
425209,Acuna,NAN,NAN,NAN,NAN,NAN,NAN,203.0,231.0,243.0,320.0,-77.0
448153,Neenor,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
451734,CID,NAN,NAN,NAN,NAN,172.0,196.0,223.0,252.0,270.0,337.0,-67.0
465131,Hunybear,23.0,43.0,51.0,73.0,87.0,103.0,119.0,136.0,149.0,182.0,-33.0
466221,Melo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,182.0,74.0
472971,yBaS | MaxJacks,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,NAN
478083,saacdaddy,NAN,NAN,NAN,140.0,172.0,196.0,223.0,252.0,270.0,359.0,-89.0
483428,DCG | Spots,NAN,NAN,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
493224,Fitz,NAN,NAN,NAN,NAN,172.0,196.0,223.0,252.0,270.0,206.0,64.0
508569,eh | sickø,NAN,NAN,80.0,125.0,157.0,179.0,203.0,231.0,243.0,320.0,-77.0
508959,BCM | veggies,NAN,NAN,NAN,NAN,148.0,168.0,190.0,223.0,235.0,307.0,-72.0
520837,Neck,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,197.0,118.0,79.0
525553,Fux McLoud,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
526019,CSR | Tezlik,NAN,NAN,NAN,NAN,103.0,128.0,148.0,174.0,186.0,225.0,-39.0
528737,3OutChange,NAN,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
538935,Jangu,NAN,NAN,NAN,NAN,NAN,NAN,NAN,174.0,186.0,225.0,-39.0
558076,EOKA | Christos,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,NAN
582190,rice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
585236,306 | Amrak,31.0,20.0,10.0,10.0,12.0,14.0,17.0,18.0,19.0,21.0,-2.0
585248,magnumgunn3r,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
617254,N8V,50.0,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,225.0,74.0
619715,Porkaye,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,120.0,138.0,-18.0
623333,ParkedInTraffic | Commas,NAN,NAN,NAN,NAN,NAN,NAN,148.0,174.0,186.0,225.0,-39.0
627118,Pipe,31.0,40.0,47.0,42.0,32.0,35.0,30.0,35.0,35.0,32.0,3.0
637179,Sodabro,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,157.0,193.0,-36.0
637232,Jazzy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,NAN
641180,Luppi,NAN,81.0,99.0,160.0,191.0,217.0,248.0,212.0,224.0,289.0,-65.0
654514,probably high,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,320.0,NAN
657175,Bobakanoosh,NAN,NAN,NAN,140.0,172.0,151.0,174.0,204.0,216.0,271.0,-55.0
657464,CowCowCowCowCow,NAN,41.0,35.0,48.0,58.0,34.0,33.0,30.0,22.0,23.0,-1.0
682345,Rive,NAN,NAN,NAN,NAN,85.0,100.0,88.0,102.0,110.0,127.0,-17.0
694497,IMP | Ben,NAN,NAN,NAN,NAN,19.0,11.0,8.0,7.0,7.0,8.0,-1.0
694759,snek,NAN,NAN,NAN,150.0,172.0,196.0,215.0,242.0,256.0,337.0,-81.0
700566,olé,NAN,NAN,NAN,NAN,119.0,144.0,163.0,192.0,206.0,257.0,-51.0
703647,LVD | Super,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
709843,Chem,14.0,22.0,29.0,41.0,51.0,59.0,66.0,72.0,79.0,90.0,-11.0
718293,Nico,NAN,69.0,85.0,140.0,172.0,196.0,223.0,252.0,270.0,359.0,-89.0
735376,CVSmashMods | Ripn,NAN,69.0,85.0,140.0,172.0,196.0,223.0,252.0,270.0,359.0,-89.0
748365,ledgefiend,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,440.0,-116.0
782984,Blanks,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,-89.0
786226,Noodle,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
789026,Douglas.J.Gov,NAN,NAN,NAN,83.0,97.0,119.0,137.0,158.0,168.0,135.0,33.0
819230,Willy P,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,150.0,NAN
843799,Snoos,NAN,NAN,NAN,NAN,NAN,234.0,267.0,300.0,324.0,440.0,-116.0
852916,Krizski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,153.0,NAN
858866,SLO | GrizzlyBair,NAN,NAN,NAN,96.0,110.0,110.0,126.0,148.0,157.0,193.0,-36.0
862074,snacklepackle,NAN,NAN,NAN,101.0,55.0,51.0,56.0,63.0,67.0,78.0,-11.0
865922,SRN | Soulrifle211,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,359.0,-89.0
880372,Good1ife,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,145.0,NAN
885830,HorseGirl420,NAN,NAN,NAN,NAN,172.0,179.0,203.0,231.0,243.0,320.0,-77.0
897815,moscow mich,NAN,NAN,73.0,112.0,135.0,156.0,179.0,212.0,224.0,289.0,-65.0
925369,Fishpaste,50.0,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
927948,cliché,10.0,12.0,19.0,18.0,15.0,17.0,18.0,19.0,21.0,22.0,-1.0
950362,EWA | ERGonomics,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
956568,Night,NAN,NAN,NAN,NAN,NAN,210.0,223.0,252.0,270.0,359.0,-89.0
982735,MordecaiPielord,NAN,NAN,NAN,NAN,NAN,NAN,137.0,158.0,168.0,206.0,-38.0
998814,Stiv,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,NAN
1007304,Phorox,NAN,NAN,NAN,NAN,NAN,128.0,148.0,174.0,186.0,225.0,-39.0
1016100,CurvedFat,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
1034300,Oz,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,-104.0
1044913,Majora,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,440.0,-116.0
1047164,lemon,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1065944,Juuuuurien,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,193.0,NAN
1075428,sameeyell,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
1077081,LilMitts,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1086597,TCM | MrG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,NAN
1094290,SudoJoe,NAN,NAN,NAN,NAN,135.0,156.0,179.0,136.0,149.0,182.0,-33.0
1099771,PP | Droze,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1112770,Penguis,NAN,NAN,NAN,NAN,NAN,168.0,190.0,204.0,216.0,271.0,-55.0
1186877,Tomz,NAN,NAN,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1196449,RB | Cum Fox,NAN,NAN,NAN,NAN,NAN,NAN,NAN,95.0,105.0,62.0,43.0
1222010,PajamaBoyPete,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
1236538,LSK,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,NAN
1245502,Whoratio,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1250551,PSai,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,291.0,387.0,-96.0
1261759,melatonin,NAN,NAN,NAN,NAN,NAN,NAN,248.0,252.0,270.0,359.0,-89.0
1263692,ushi,NAN,NAN,NAN,NAN,164.0,156.0,119.0,136.0,139.0,150.0,-11.0
1301072,Melos,NAN,NAN,NAN,132.0,148.0,168.0,190.0,223.0,235.0,271.0,-36.0
1312079,ACAB | Mugen,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1315595,Sleeepy,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1322460,8167263631 | Notto,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1325809,CB,NAN,NAN,NAN,NAN,110.0,137.0,158.0,185.0,197.0,241.0,-44.0
1466521,Floods,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
1477443,Lionbooster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1501041,Hamburglar,NAN,NAN,NAN,NAN,NAN,168.0,190.0,223.0,235.0,307.0,-72.0
1511270,pimmwrecks,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,NAN
1551714,JCobbs,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,403.0,-104.0
1554675,NoFuxGiven,NAN,NAN,NAN,NAN,NAN,NAN,73.0,81.0,90.0,102.0,-12.0
1575919,Snickerdoodle,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
1597042,Rome0,NAN,NAN,NAN,NAN,NAN,NAN,190.0,174.0,186.0,225.0,-39.0
1598204,YoungHanSolo,NAN,NAN,NAN,NAN,135.0,156.0,179.0,212.0,224.0,150.0,74.0
1617046,Corkey,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
1623681,Xad,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,-104.0
1631004,Homeslice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,242.0,256.0,337.0,-81.0
1633823,ButterRoyaleTV,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,403.0,-104.0
1640788,Special K,NAN,NAN,NAN,NAN,185.0,196.0,223.0,252.0,270.0,320.0,-50.0
1655337,Drewski,NAN,NAN,NAN,NAN,NAN,179.0,203.0,231.0,243.0,320.0,-77.0
1667291,DarkSamYT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
1682252,BABA | shama,NAN,NAN,NAN,90.0,103.0,128.0,148.0,174.0,186.0,225.0,-39.0
1682516,BABA | Babo,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
1694324,Roulette Rider,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1729667,SlickSiwik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,272.0,270.0,359.0,-89.0
1760355,ArStar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
1794541,Chubbz,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,193.0,-36.0
1795087,Justyn,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
1802123,mello,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,-104.0
1816060,Aleksander,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,NAN
1832439,imrainh2o,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,NAN
1833788,dust,NAN,NAN,NAN,NAN,NAN,NAN,NAN,280.0,299.0,403.0,-104.0
1839605,DontTestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,35.0,42.0,44.0,-2.0
1866109,BubbleFuel,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,NAN
1940641,100 Days Of Solitude,NAN,NAN,NAN,NAN,164.0,189.0,215.0,242.0,256.0,241.0,15.0
1942273,Fankriss,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,59.0,NAN
1944467,SUPERUNKNOWN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1966716,LewdCelebs4Free,NAN,NAN,NAN,NAN,NAN,NAN,179.0,132.0,145.0,175.0,-30.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,241.0,272.0,291.0,387.0,-96.0
1969893,Enrique Iglesias,NAN,NAN,NAN,NAN,NAN,NAN,141.0,165.0,174.0,213.0,-39.0
1973589,Rooster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1974127,aujory,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
1975549,Tap Jump,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,NAN
1998865,buttcakes29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
2011811,sucordie,NAN,NAN,NAN,132.0,164.0,189.0,215.0,242.0,256.0,337.0,-81.0
2013353,WeedWizard,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
2021066,Schweppes,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,-104.0
2026451,ASAPferq,NAN,NAN,NAN,160.0,191.0,217.0,223.0,252.0,270.0,359.0,-89.0
2029721,Ghost Rider,NAN,NAN,NAN,39.0,49.0,39.0,42.0,48.0,51.0,54.0,-3.0
2031615,420 | Yolk,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,289.0,-65.0
2038523,thesiscat,NAN,NAN,NAN,NAN,NAN,110.0,126.0,148.0,157.0,193.0,-36.0
2039890,SeekerIX,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
2044204,Eastwood,NAN,NAN,NAN,NAN,NAN,189.0,215.0,242.0,256.0,337.0,-81.0
2048453,D3WDify,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,NAN
2064187,Abhi,NAN,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2065666,eee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
2082068,CarltonDanks,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2085246,kippu,NAN,69.0,79.0,106.0,128.0,151.0,174.0,204.0,216.0,271.0,-55.0
2094677,peenlover,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,-104.0
2111424,flowjam,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2114057,squillf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
2114345,Watermelons,NAN,NAN,NAN,125.0,157.0,179.0,203.0,231.0,243.0,320.0,-77.0
2114347,adamaggy,NAN,NAN,NAN,106.0,128.0,151.0,174.0,204.0,216.0,271.0,-55.0
2114773,Raffshot,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2122811,$W@6 | rocketf20,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2123726,Sax,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,-116.0
2131909,gbio,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,359.0,-89.0
2141037,josh,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,NAN
2142566,lavalamp,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,-89.0
2145485,scrubjr,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,-44.0
2146702,Port!!!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,270.0,359.0,-89.0
2147247,UPTILT | Nishi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,165.0,174.0,213.0,-39.0
2147280,Saatvik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,-44.0
2147839,Aidanafoo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
2151326,JB,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,337.0,-81.0
2153787,Caveman3732,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,NAN
2156433,Asuka,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
2156685,Nanami,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,NAN
2156792,CUCK | BreahdToDaBeuhrds,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
2156847,DRC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,NAN
2157012,HunterGee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,NAN
2157013,keyboard gamer,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,NAN
